

0,a, b,c
0.02,a, b,c
0.12,a, b,c
0.22,a, b,c
0.2889791,a, b,c
0.299706,a, b,c
0.3091408,a, b,c
0.3307625,a, b,c
0.3394915,a, b,c
0.3477844,a, b,c
0.3571483,a, b,c
0.3666296,a, b,c
0.3783595,a, b,c
0.3893424,a, b,c
0.3998723,a, b,c
0.4136207,a, b,c
0.4238524,a, b,c
0.4332603,a, b,c
0.4449964,a, b,c
0.4574164,a, b,c
0.4664895,a, b,c
0.4769925,a, b,c
0.488017,a, b,c
0.4992411,a, b,c
0.5101324,a, b,c
0.5215487,a, b,c
0.5325695,a, b,c
0.5441337,a, b,c
0.5546437,a, b,c
0.5660779,a, b,c
0.5772964,a, b,c
0.5881679,a, b,c
0.6001332,a, b,c
0.6120623,a, b,c
0.6215619,a, b,c
0.6328398,a, b,c
0.6438217,a, b,c
0.6548762,a, b,c
0.6667963,a, b,c
0.6771944,a, b,c
0.6883447,a, b,c
0.7004957,a, b,c
0.7118291,a, b,c
0.7222844,a, b,c
0.7333621,a, b,c
0.7449829,a, b,c
0.7556728,a, b,c
0.7670206,a, b,c
0.7784618,a, b,c
0.7889699,a, b,c
0.8011754,a, b,c
0.811792,a, b,c
0.8229576,a, b,c
0.8336563,a, b,c
0.8446415,a, b,c
0.855911,a, b,c
0.8668101,a, b,c
0.8777706,a, b,c
0.8893225,a, b,c
0.9004051,a, b,c
0.9122831,a, b,c
0.9220791,a, b,c
0.9344549,a, b,c
0.9465395,a, b,c
0.9591689,a, b,c
0.9725151,a, b,c
0.9860954,a, b,c
0.9947147,a, b,c
1.004417,a, b,c
1.015774,a, b,c
1.02676,a, b,c
1.038041,a, b,c
1.049108,a, b,c
1.060627,a, b,c
1.071141,a, b,c
1.082363,a, b,c
1.093337,a, b,c
1.106206,a, b,c
1.115264,a, b,c
1.126709,a, b,c
1.137897,a, b,c
1.148802,a, b,c
1.160618,a, b,c
1.170966,a, b,c
1.182449,a, b,c
1.1932,a, b,c
1.204597,a, b,c
1.215497,a, b,c
1.226923,a, b,c
1.237591,a, b,c
1.249606,a, b,c
1.259771,a, b,c
1.272448,a, b,c
1.282054,a, b,c
1.293368,a, b,c
1.306494,a, b,c
1.314765,a, b,c
1.3274,a, b,c
1.336977,a, b,c
1.348302,a, b,c
1.359734,a, b,c
1.370818,a, b,c
1.382277,a, b,c
1.394304,a, b,c
1.406373,a, b,c
1.415799,a, b,c
1.426427,a, b,c
1.438279,a, b,c
1.449128,a, b,c
1.460221,a, b,c
1.47229,a, b,c
1.482071,a, b,c
1.492953,a, b,c
1.504992,a, b,c
1.514746,a, b,c
1.525934,a, b,c
1.54651,a, b,c
1.555069,a, b,c
1.563011,a, b,c
1.569049,a, b,c
1.576553,a, b,c
1.587603,a, b,c
1.598806,a, b,c
1.610309,a, b,c
1.62102,a, b,c
1.632066,a, b,c
1.687049,a, b,c
